niche_id,tool,domain,meta_lookup_url,meta_active_ads,meta_ads_60d,meta_ads_120d,meta_platforms,meta_cta,google_lookup_url,google_advertiser_page_url,google_ad_count,google_formats,google_overlap_90d_pass,linkedin_lookup_url,linkedin_present,linkedin_date_ranges,headcount_bonus,headcount_bonus_evidence_url,direct_response_cta,verified_score,pending_signals,notes
64,RepAgencyWorks (Chase Software),repagencyworks.com,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=RepAgencyWorks%20%28Chase%20Software%29&search_type=keyword_unordered&media_type=all,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://adstransparency.google.com/?region=US&domain=repagencyworks.com,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://www.linkedin.com/ad-library/search?keyword=RepAgencyWorks%20%28Chase%20Software%29,unverified (host blocked),unverified (host blocked),0,n/a,unverified (host blocked),0,"Meta +3, Google +3, LinkedIn +1, CTA +1 pending audit",Ad libraries unreachable from this environment (egress policy); counts pending local audit.
64,Acculaw,acculaw.com,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=Acculaw&search_type=keyword_unordered&media_type=all,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://adstransparency.google.com/?region=US&domain=acculaw.com,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://www.linkedin.com/ad-library/search?keyword=Acculaw,unverified (host blocked),unverified (host blocked),0,n/a,unverified (host blocked),0,"Meta +3, Google +3, LinkedIn +1, CTA +1 pending audit",Ad libraries unreachable from this environment (egress policy); counts pending local audit.
64,Knovos Court Reporting System,knovos.com,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=Knovos%20Court%20Reporting%20System&search_type=keyword_unordered&media_type=all,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://adstransparency.google.com/?region=US&domain=knovos.com,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://www.linkedin.com/ad-library/search?keyword=Knovos%20Court%20Reporting%20System,unverified (host blocked),unverified (host blocked),0,n/a,unverified (host blocked),0,"Meta +3, Google +3, LinkedIn +1, CTA +1 pending audit",Ad libraries unreachable from this environment (egress policy); counts pending local audit.
64,Eclipse (Advantage Software),unverified,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=Eclipse%20%28Advantage%20Software%29&search_type=keyword_unordered&media_type=all,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (domain unknown),unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://www.linkedin.com/ad-library/search?keyword=Eclipse%20%28Advantage%20Software%29,unverified (host blocked),unverified (host blocked),0,n/a,unverified (host blocked),0,"Meta +3, Google +3, LinkedIn +1, CTA +1 pending audit",Ad libraries unreachable from this environment (egress policy); counts pending local audit.
73,ImagineSoftware (ImagineOne),imagineteam.com,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=ImagineSoftware%20%28ImagineOne%29&search_type=keyword_unordered&media_type=all,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://adstransparency.google.com/?region=US&domain=imagineteam.com,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://www.linkedin.com/ad-library/search?keyword=ImagineSoftware%20%28ImagineOne%29,unverified (host blocked),unverified (host blocked),0,n/a,unverified (host blocked),0,"Meta +3, Google +3, LinkedIn +1, CTA +1 pending audit",Ad libraries unreachable from this environment (egress policy); counts pending local audit.
73,PracticeSuite,practicesuite.com,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=PracticeSuite&search_type=keyword_unordered&media_type=all,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://adstransparency.google.com/?region=US&domain=practicesuite.com,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://www.linkedin.com/ad-library/search?keyword=PracticeSuite,unverified (host blocked),unverified (host blocked),0,n/a,unverified (host blocked),0,"Meta +3, Google +3, LinkedIn +1, CTA +1 pending audit",Ad libraries unreachable from this environment (egress policy); counts pending local audit.
73,CollaborateMD,collaboratemd.com,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=CollaborateMD&search_type=keyword_unordered&media_type=all,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://adstransparency.google.com/?region=US&domain=collaboratemd.com,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://www.linkedin.com/ad-library/search?keyword=CollaborateMD,unverified (host blocked),unverified (host blocked),0,n/a,unverified (host blocked),0,"Meta +3, Google +3, LinkedIn +1, CTA +1 pending audit",Ad libraries unreachable from this environment (egress policy); counts pending local audit.
73,EZClaim,ezclaim.com,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=EZClaim&search_type=keyword_unordered&media_type=all,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://adstransparency.google.com/?region=US&domain=ezclaim.com,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://www.linkedin.com/ad-library/search?keyword=EZClaim,unverified (host blocked),unverified (host blocked),0,n/a,unverified (host blocked),0,"Meta +3, Google +3, LinkedIn +1, CTA +1 pending audit",Ad libraries unreachable from this environment (egress policy); counts pending local audit.
73,AdvancedMD (AdvancedBiller),advancedmd.com,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=AdvancedMD%20%28AdvancedBiller%29&search_type=keyword_unordered&media_type=all,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://adstransparency.google.com/?region=US&domain=advancedmd.com,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://www.linkedin.com/ad-library/search?keyword=AdvancedMD%20%28AdvancedBiller%29,unverified (host blocked),unverified (host blocked),0,n/a,unverified (host blocked),0,"Meta +3, Google +3, LinkedIn +1, CTA +1 pending audit",Ad libraries unreachable from this environment (egress policy); counts pending local audit.
73,Tebra (Kareo),tebra.com,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=Tebra%20%28Kareo%29&search_type=keyword_unordered&media_type=all,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://adstransparency.google.com/?region=US&domain=tebra.com,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://www.linkedin.com/ad-library/search?keyword=Tebra%20%28Kareo%29,unverified (host blocked),unverified (host blocked),0,n/a,unverified (host blocked),0,"Meta +3, Google +3, LinkedIn +1, CTA +1 pending audit",Ad libraries unreachable from this environment (egress policy); counts pending local audit.
80,Ekotrope RATER,ekotrope.com,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=Ekotrope%20RATER&search_type=keyword_unordered&media_type=all,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://adstransparency.google.com/?region=US&domain=ekotrope.com,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://www.linkedin.com/ad-library/search?keyword=Ekotrope%20RATER,unverified (host blocked),unverified (host blocked),2,https://pitchbook.com/profiles/company/55089-37,unverified (host blocked),2,"Meta +3, Google +3, LinkedIn +1, CTA +1 pending audit",Ad libraries unreachable from this environment (egress policy); counts pending local audit. Headcount bonus: result shows <50 employees or bootstrapped.
80,Snugg Pro (Snugg Home / Franklin Energy),snuggpro.com,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=Snugg%20Pro%20%28Snugg%20Home%20%2F%20Franklin%20Energy%29&search_type=keyword_unordered&media_type=all,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://adstransparency.google.com/?region=US&domain=snuggpro.com,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://www.linkedin.com/ad-library/search?keyword=Snugg%20Pro%20%28Snugg%20Home%20%2F%20Franklin%20Energy%29,unverified (host blocked),unverified (host blocked),0,n/a,unverified (host blocked),0,"Meta +3, Google +3, LinkedIn +1, CTA +1 pending audit",Ad libraries unreachable from this environment (egress policy); counts pending local audit.
80,REM/Rate,unverified,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=REM%2FRate&search_type=keyword_unordered&media_type=all,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (domain unknown),unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://www.linkedin.com/ad-library/search?keyword=REM%2FRate,unverified (host blocked),unverified (host blocked),0,n/a,unverified (host blocked),0,"Meta +3, Google +3, LinkedIn +1, CTA +1 pending audit",Ad libraries unreachable from this environment (egress policy); counts pending local audit.
80,EnergyGauge USA (FSEC / UCF),energygauge.com,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=EnergyGauge%20USA%20%28FSEC%20%2F%20UCF%29&search_type=keyword_unordered&media_type=all,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://adstransparency.google.com/?region=US&domain=energygauge.com,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://www.linkedin.com/ad-library/search?keyword=EnergyGauge%20USA%20%28FSEC%20%2F%20UCF%29,unverified (host blocked),unverified (host blocked),0,n/a,unverified (host blocked),0,"Meta +3, Google +3, LinkedIn +1, CTA +1 pending audit",Ad libraries unreachable from this environment (egress policy); counts pending local audit.
80,HouseRater (Residential Science Resources),houserater.com,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=HouseRater%20%28Residential%20Science%20Resources%29&search_type=keyword_unordered&media_type=all,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://adstransparency.google.com/?region=US&domain=houserater.com,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://www.linkedin.com/ad-library/search?keyword=HouseRater%20%28Residential%20Science%20Resources%29,unverified (host blocked),unverified (host blocked),0,n/a,unverified (host blocked),0,"Meta +3, Google +3, LinkedIn +1, CTA +1 pending audit",Ad libraries unreachable from this environment (egress policy); counts pending local audit.
80,QuoteIQ (home energy audit),myquoteiq.com,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=QuoteIQ%20%28home%20energy%20audit%29&search_type=keyword_unordered&media_type=all,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://adstransparency.google.com/?region=US&domain=myquoteiq.com,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://www.linkedin.com/ad-library/search?keyword=QuoteIQ%20%28home%20energy%20audit%29,unverified (host blocked),unverified (host blocked),2,https://bootstrappers.com/mike-vida-quoteiq/,unverified (host blocked),2,"Meta +3, Google +3, LinkedIn +1, CTA +1 pending audit",Ad libraries unreachable from this environment (egress policy); counts pending local audit. Headcount bonus: result shows <50 employees or bootstrapped.
80,MINT Mobile Energy Audit Tool (Hancock Software),hancocksoftware.com,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=MINT%20Mobile%20Energy%20Audit%20Tool%20%28Hancock%20Software%29&search_type=keyword_unordered&media_type=all,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://adstransparency.google.com/?region=US&domain=hancocksoftware.com,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://www.linkedin.com/ad-library/search?keyword=MINT%20Mobile%20Energy%20Audit%20Tool%20%28Hancock%20Software%29,unverified (host blocked),unverified (host blocked),0,n/a,unverified (host blocked),0,"Meta +3, Google +3, LinkedIn +1, CTA +1 pending audit",Ad libraries unreachable from this environment (egress policy); counts pending local audit.
87,Frazer DMS (Frazer Computing),frazer.com,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=Frazer%20DMS%20%28Frazer%20Computing%29&search_type=keyword_unordered&media_type=all,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://adstransparency.google.com/?region=US&domain=frazer.com,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://www.linkedin.com/ad-library/search?keyword=Frazer%20DMS%20%28Frazer%20Computing%29,unverified (host blocked),unverified (host blocked),0,n/a,unverified (host blocked),0,"Meta +3, Google +3, LinkedIn +1, CTA +1 pending audit",Ad libraries unreachable from this environment (egress policy); counts pending local audit.
87,DealerCenter (Nowcom),dealercenter.com,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=DealerCenter%20%28Nowcom%29&search_type=keyword_unordered&media_type=all,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://adstransparency.google.com/?region=US&domain=dealercenter.com,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://www.linkedin.com/ad-library/search?keyword=DealerCenter%20%28Nowcom%29,unverified (host blocked),unverified (host blocked),0,n/a,unverified (host blocked),0,"Meta +3, Google +3, LinkedIn +1, CTA +1 pending audit",Ad libraries unreachable from this environment (egress policy); counts pending local audit.
87,AutoManager (DeskManager / WebManager),automanager.com,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=AutoManager%20%28DeskManager%20%2F%20WebManager%29&search_type=keyword_unordered&media_type=all,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://adstransparency.google.com/?region=US&domain=automanager.com,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://www.linkedin.com/ad-library/search?keyword=AutoManager%20%28DeskManager%20%2F%20WebManager%29,unverified (host blocked),unverified (host blocked),2,https://pitchbook.com/profiles/company/391819-69,unverified (host blocked),2,"Meta +3, Google +3, LinkedIn +1, CTA +1 pending audit",Ad libraries unreachable from this environment (egress policy); counts pending local audit. Headcount bonus: result shows <50 employees or bootstrapped.
87,Wayne Reaves Software,waynereaves.com,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=Wayne%20Reaves%20Software&search_type=keyword_unordered&media_type=all,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://adstransparency.google.com/?region=US&domain=waynereaves.com,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://www.linkedin.com/ad-library/search?keyword=Wayne%20Reaves%20Software,unverified (host blocked),unverified (host blocked),2,https://www.crunchbase.com/organization/wayne-reaves-software,unverified (host blocked),2,"Meta +3, Google +3, LinkedIn +1, CTA +1 pending audit",Ad libraries unreachable from this environment (egress policy); counts pending local audit. Headcount bonus: result shows <50 employees or bootstrapped.
87,Selly Automotive,sellyautomotive.com,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=Selly%20Automotive&search_type=keyword_unordered&media_type=all,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://adstransparency.google.com/?region=US&domain=sellyautomotive.com,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://www.linkedin.com/ad-library/search?keyword=Selly%20Automotive,unverified (host blocked),unverified (host blocked),2,https://getlatka.com/companies/selly-automotive-crm,unverified (host blocked),2,"Meta +3, Google +3, LinkedIn +1, CTA +1 pending audit",Ad libraries unreachable from this environment (egress policy); counts pending local audit. Headcount bonus: result shows <50 employees or bootstrapped.
87,AutoRaptor CRM,autoraptor.com,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=AutoRaptor%20CRM&search_type=keyword_unordered&media_type=all,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://adstransparency.google.com/?region=US&domain=autoraptor.com,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://www.linkedin.com/ad-library/search?keyword=AutoRaptor%20CRM,unverified (host blocked),unverified (host blocked),2,https://rocketreach.co/autoraptor-crm-profile_b5cbbd3bf42e148d,unverified (host blocked),2,"Meta +3, Google +3, LinkedIn +1, CTA +1 pending audit",Ad libraries unreachable from this environment (egress policy); counts pending local audit. Headcount bonus: result shows <50 employees or bootstrapped.
87,MSP Buy Here Pay Here Software,unverified,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=MSP%20Buy%20Here%20Pay%20Here%20Software&search_type=keyword_unordered&media_type=all,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (domain unknown),unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://www.linkedin.com/ad-library/search?keyword=MSP%20Buy%20Here%20Pay%20Here%20Software,unverified (host blocked),unverified (host blocked),0,n/a,unverified (host blocked),0,"Meta +3, Google +3, LinkedIn +1, CTA +1 pending audit",Ad libraries unreachable from this environment (egress policy); counts pending local audit.
95,BusBoss (Orbit Software),busboss.com,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=BusBoss%20%28Orbit%20Software%29&search_type=keyword_unordered&media_type=all,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://adstransparency.google.com/?region=US&domain=busboss.com,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://www.linkedin.com/ad-library/search?keyword=BusBoss%20%28Orbit%20Software%29,unverified (host blocked),unverified (host blocked),2,https://www.linkedin.com/company/orbit-software-inc-,unverified (host blocked),2,"Meta +3, Google +3, LinkedIn +1, CTA +1 pending audit",Ad libraries unreachable from this environment (egress policy); counts pending local audit. Headcount bonus: result shows <50 employees or bootstrapped.
95,Bytecurve360,bytecurve.com,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=Bytecurve360&search_type=keyword_unordered&media_type=all,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://adstransparency.google.com/?region=US&domain=bytecurve.com,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://www.linkedin.com/ad-library/search?keyword=Bytecurve360,unverified (host blocked),unverified (host blocked),2,https://www.crunchbase.com/organization/bytecurve,unverified (host blocked),2,"Meta +3, Google +3, LinkedIn +1, CTA +1 pending audit",Ad libraries unreachable from this environment (egress policy); counts pending local audit. Headcount bonus: result shows <50 employees or bootstrapped.
95,Lynx Transportation Solutions,studentbusing.com,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=Lynx%20Transportation%20Solutions&search_type=keyword_unordered&media_type=all,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://adstransparency.google.com/?region=US&domain=studentbusing.com,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://www.linkedin.com/ad-library/search?keyword=Lynx%20Transportation%20Solutions,unverified (host blocked),unverified (host blocked),0,n/a,unverified (host blocked),0,"Meta +3, Google +3, LinkedIn +1, CTA +1 pending audit",Ad libraries unreachable from this environment (egress policy); counts pending local audit.
95,School Bus Manager,schoolbusmanager.com,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=School%20Bus%20Manager&search_type=keyword_unordered&media_type=all,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://adstransparency.google.com/?region=US&domain=schoolbusmanager.com,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://www.linkedin.com/ad-library/search?keyword=School%20Bus%20Manager,unverified (host blocked),unverified (host blocked),0,n/a,unverified (host blocked),0,"Meta +3, Google +3, LinkedIn +1, CTA +1 pending audit",Ad libraries unreachable from this environment (egress policy); counts pending local audit.
95,Edulog (Education Logistics),edulog.com,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=Edulog%20%28Education%20Logistics%29&search_type=keyword_unordered&media_type=all,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://adstransparency.google.com/?region=US&domain=edulog.com,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://www.linkedin.com/ad-library/search?keyword=Edulog%20%28Education%20Logistics%29,unverified (host blocked),unverified (host blocked),0,n/a,unverified (host blocked),0,"Meta +3, Google +3, LinkedIn +1, CTA +1 pending audit",Ad libraries unreachable from this environment (egress policy); counts pending local audit.
