niche_id,niche,tool,domain,niche_landing_url,facebook_page,linkedin_url,pricing_url,starting_price,pricing_model,founded,headcount,headcount_source_url,funding_status,funding_source_url,review_count,review_source_url,trustmrr_url,notes
60,Document shredding services,Total Recall (DHS Worldwide),dhsworldwide.com,https://www.dhsworldwide.com/shredding-management.html,unverified,https://www.linkedin.com/company/dhs-worldwide-software-solutions,unverified,unverified,contact-sales,1994,"~18 employees (LeadIQ, Aug 2026); another database says 100-250",https://leadiq.com/c/dhs-worldwide-software-solutions---total-recall-software/5a1da0aa2300005a0091bc3c,unverified,unverified,unverified,unverified,unverified (host blocked),"Records-management suite with shredding module: bin inventory tracking, scheduling, route optimization, driver GPS, card processing. 'Over 1,200 RIM operations' use Total Recall (https://www.dhsworldwide.com/). Headcount sources conflict."
60,Document shredding services,Smart Service,smartservice.com,https://www.smartservice.com/industry/document-destruction-software,unverified,unverified,https://www.selecthub.com/p/field-service-software/smart-service/,from $250/mo (third-party listing); custom pricing by concurrent users,contact-sales,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified (host blocked),"Horizontal FSM (QuickBooks-centric) with a dedicated document-destruction landing page. Price via SelectHub/SaaSworthy (https://www.saasworthy.com/product/smart-service/pricing), not vendor page."
60,Document shredding services,Route Planner AI (CRM Route Planner),routeplannerai.io,https://routeplannerai.io/document-shredding-recycling-route-planner-crm/,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified (host blocked),Route-planning CRM marketed to shredding/recycling businesses with recurring pickup routes. No pricing or company data in results.
68,Translation & interpreting agencies,Protemos,protemos.com,https://protemos.com/,unverified,https://www.linkedin.com/company/protemos,https://www.capterra.com/p/172883/Protemos/,EUR 68/user/mo (3-month plan); EUR 59/manager/mo (annual); free version; 1-month free trial,self-serve public price (third-party listing) / free trial,2014,unverified,unverified,unverified,unverified,unverified,unverified,unverified (host blocked),"Translation business management system for small/mid LSPs (clients, vendors, projects, finance). Kyiv, Ukraine; CEO Volodymyr Kukharenko (https://www.crunchbase.com/organization/protemos). Prices also quoted at https://chatscontrol.com/blog/translation-agency-project-management-plunet-xtrf-protemos."
68,Translation & interpreting agencies,Plunet BusinessManager,plunet.com,https://www.plunet.com/en/,unverified,unverified,unverified,"quote-based; comparison blog cites EUR 500-1,500/month",contact-sales,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified (host blocked),Enterprise TBMS ('full ERP for the language industry'); implementation rather than signup (https://chatscontrol.com/blog/translation-agency-project-management-plunet-xtrf-protemos). G2 compare: https://www.g2.com/compare/plunet-vs-xtrf-translation-management-system.
68,Translation & interpreting agencies,XTRF,unverified,https://www.g2.com/compare/plunet-vs-xtrf-translation-management-system,unverified,unverified,unverified,"entry-level pricing $9,000 (comparison blogs)",contact-sales,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified (host blocked),"Mid-market TBMS; $9,000 entry figure from https://chatscontrol.com/blog/translation-agency-project-management-plunet-xtrf-protemos and https://awtomated.com/awtomated-vs-plunet-vs-xtrf-which-translation-business-management-system-is-right-for-your-lsp/. Domain not shown in results."
68,Translation & interpreting agencies,Awtomated,awtomated.com,https://awtomated.com/awtomated-vs-protemos-an-honest-comparison-for-small-translation-businesses-in-2026/,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified (host blocked),Positions itself for small LSPs vs Protemos/Plunet/XTRF (vendor comparison posts). Pricing/founded/headcount not in results.
68,Translation & interpreting agencies,Interpreter Intelligence,interpreterintelligence.com,https://www.interpreterintelligence.com/pricing/,unverified,https://www.linkedin.com/company/interpreter-intelligence,https://www.interpreterintelligence.com/pricing/,customizable; not public,contact-sales,unverified,15 employees,https://www.crunchbase.com/organization/interpreter-intelligence,acquired by Boostlingo on 2022-03-10,https://www.crunchbase.com/organization/interpreter-intelligence,unverified,unverified,unverified (host blocked),"Interpreter credentialing, scheduling, dispatching, compliance, rate plans (https://interpreterintelligence.zendesk.com/hc/en-us/articles/12922525547803-Rate-Plan-Interpreter). Ranked top in 2026 roundups (https://gitnux.org/best/interpreter-scheduling-software/). Headcount is the acquired unit; parent Boostlingo ~305 staff."
68,Translation & interpreting agencies,Boostlingo,boostlingo.com,https://boostlingo.com/solutions/interpretation-management-system/,unverified,unverified,https://boostlingo.com/resources/pricing/,monthly subscription + per-minute rates; amounts not public,contact-sales,unverified,~305 employees (2026),https://getlatka.com/companies/boostlingo,"$3.4M Series A (2018, Mainsail Partners); $37M ARR, $111M valuation per Latka",https://www.crunchbase.com/organization/boostlingo,unverified,unverified,unverified (host blocked),Interpreting platform (OPI/VRI/on-site scheduling); acquired Interpreter Intelligence and VoiceBoxer in 2022 (https://pitchbook.com/profiles/company/438964-93).
68,Translation & interpreting agencies,Anolla,anolla.com,https://anolla.com/en/interpreter-software,unverified,unverified,https://www.capterra.com/p/10031414/anolla/,EUR 11.99/user/mo (Plus); free version and free trial,self-serve public price (third-party listing) / free trial,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified (host blocked),"Generic scheduling tool with an interpreter-agency landing page (dynamic pricing by language pair, automated client comms). Founded/headcount not in results."
68,Translation & interpreting agencies,BeLazy,belazy.cat,https://belazy.cat/pricing/,unverified,unverified,https://belazy.cat/pricing/,pricing page in results; amounts not shown,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified (host blocked),Automation/connector layer between TMS/TBMS platforms for LSPs; only the pricing URL surfaced.
76,Small residential property managers,TurboTenant,turbotenant.com,https://www.turbotenant.com/property-management-software/best-property-management-software-for-small-landlords/,unverified,unverified,https://www.turbotenant.com/property-management-software/best-property-management-software-for-small-landlords/,"Essentials free (unlimited rentals); Manage $12/mo; Pro $28/mo (billed annually, flat per account)",self-serve public price,2015,90 employees,https://pitchbook.com/profiles/company/123927-04,"$67.2M raised (LLR Partners, Access Venture Partners, Crescendo); acquired TenantCloud 2026-08-18",https://pitchbook.com/profiles/company/123927-04,unverified,unverified,unverified (host blocked),"Free-tier landlord software (listings, applications, leases, rent collection)."
76,Small residential property managers,TenantCloud,tenantcloud.com,https://www.tenantcloud.com/review/appfolio-vs-buildium,unverified,https://www.linkedin.com/company/tenantcloud,https://www.tenantcloud.com/review/appfolio-vs-buildium,Starter $15/mo annual or $18/mo monthly (up to 10 leases),self-serve public price,2014,64 employees,https://www.crunchbase.com/organization/tenantcloud-2,$6.89M raised (alt $5.5M over 3 rounds); acquired by TurboTenant 2026-08-18,https://pitchbook.com/profiles/company/120115-18,unverified,unverified,unverified (host blocked),Knoxville TN; founder Joe Edgar. Now part of TurboTenant.
76,Small residential property managers,Buildium,buildium.com,https://www.buildium.com/blog/top-appfolio-alternatives/,unverified,unverified,https://renpro.com/property-management-software-pricing-comparison/,Essential $62/mo; Growth $192/mo; Premium $400/mo (third-party comparison; TurboTenant blog says $58/mo),self-serve public price (third-party listing),unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified (host blocked),Mid-market PM accounting platform. Prices from https://renpro.com/property-management-software-pricing-comparison/ and https://www.doorloop.com/blog/appfolio-vs-buildium. Ownership/headcount not in results.
76,Small residential property managers,DoorLoop,doorloop.com,https://www.doorloop.com/blog/small-landlord-property-management-software,unverified,unverified,https://www.doorloop.com/blog/appfolio-vs-buildium,$69/$119/$179 per mo promo for up to 20 units; standard $99/$189/$239 (annual),self-serve public price,2019,261 employees (2026-03-31),https://www.crunchbase.com/organization/doorloop,$130M raised over 3 rounds; $100M Series B Nov 2024 (JMI Equity); $20M Series A (ASG),https://www.calcalistech.com/ctechnews/article/b1sszfagkl,unverified,unverified,unverified (host blocked),"Miami + Israel; co-founders Ori Tamuz, David Bitton et al."
76,Small residential property managers,Rentec Direct,rentecdirect.com,https://www.rentecdirect.com/pricing,unverified,unverified,https://www.rentecdirect.com/pricing,Starter $25/mo (up to 10 properties); Pro and PM from $50/mo; no setup fees,self-serve public price,unverified,11-50 employees,https://aiforproptech.com/companies/rentec-direct/,bootstrapped: '100% self-funded and debt-free... never raised funding',https://aiforproptech.com/companies/rentec-direct/,unverified,unverified,unverified (host blocked),Popular with managers under 100 units (https://www.yardibreeze.com/blog/2026/03/best-property-management-software-50-units/).
76,Small residential property managers,Innago,innago.com,https://innago.com/pricing/,unverified,unverified,https://innago.com/pricing/,free (no license fees; tenant-paid fees),self-serve public price (free),2017,"37 employees (Tracxn, 2026-06-30); 2-10 per spotSaaS",https://tracxn.com/d/companies/innago/__ZQ9Z0QpYfFQsV2aOV9_zF4fCt_5wG1mgsiuaDCBSFxQ,"$7.7M over 3 rounds (Allison Wood Ventures, Dale Ventures, Jumpstart, Elmspring, Bizdom)",https://tracxn.com/d/companies/innago/__ZQ9Z0QpYfFQsV2aOV9_zF4fCt_5wG1mgsiuaDCBSFxQ,unverified,unverified,unverified (host blocked),"Ohio; co-founders Dave Spooner (CEO), Yasir Drabu (CTO) per https://www.spotsaas.com/product/innago."
76,Small residential property managers,AppFolio,appfolio.com,https://www.appfolio.com/blog/best-property-management-softwares-compared-2026,unverified,unverified,https://renpro.com/property-management-software-pricing-comparison/,"~$298/mo minimum, from $1.40/unit; went quote-only in 2026",contact-sales,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified (host blocked),Larger-portfolio incumbent; required software for Real Property Management franchisees (https://fddexchange.com/fdd/real-property-management-2025/).
76,Small residential property managers,Yardi Breeze,yardibreeze.com,https://www.yardibreeze.com/blog/2026/03/best-property-management-software-50-units/,unverified,unverified,https://www.yardibreeze.com/blog/2026/03/best-property-management-software-50-units/,$1/unit/mo with $100/mo minimum (Premier $2/unit),self-serve public price,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified (host blocked),Yardi's small-portfolio product; also marketed to self-storage (https://www.softwareadvice.com/property/self-storage-facilities-software-comparison/).
76,Small residential property managers,Shuk Rentals,shukrentals.com,https://www.shukrentals.com/learn/property-management-software-for-small-landlords,unverified,unverified,https://www.shukrentals.com/learn/property-management-software-for-small-landlords,"$5/unit/mo flat, no ACH fees",self-serve public price,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified (host blocked),Targets independent landlords with 1-100 units. Company data not in results.
83,Auto body & collision repair shops,CCC ONE,cccis.com,https://www.cccis.com/collision-repairers,unverified,unverified,https://www.capterra.com/p/83656/CCC-ONE-Total-Repair-Platform/,from $399/mo (third-party listing); user review mentions a $600/mo add-on program,contact-sales (third-party price),unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified (host blocked),"Estimating + shop management + insurer DRP rail; '>80% market share', '30,500+ collision shops and 300+ insurers' (https://www.repairerdrivennews.com/2020/12/30/state-farm-to-require-drp-shops-to-use-ccc-by-april-1-2021/ and https://www.withorbital.com/data/software/ccc-one/). Public parent (CCC Intelligent Solutions) not evidenced in results."
83,Auto body & collision repair shops,Web-Est,web-est.com,https://www.web-est.com/,unverified,https://www.linkedin.com/company/web-est-llc/,https://www.web-est.com/pricing.html,$119/mo (vendor); third-party listings show $124 and $147/mo,self-serve public price,2008,11 employees,https://www.zoominfo.com/c/web-est-llc/346954695,acquired by Convenient Brands (Beekman Group portfolio) Jan 2024,https://www.businesswire.com/news/home/20240124898836/en/Beekman-Group-Portfolio-Company-Convenient-Brands-Acquires-Web-Est-a-Leading-Provider-of-Collision-Estimating-Software-to-Independent-Auto-Body-Shops,unverified,unverified,unverified (host blocked),Low-cost collision estimating for independent shops; Oldsmar FL; co-founder Eric Seidel.
83,Auto body & collision repair shops,ROME Technologies (The Rome Solution),rometech.com,https://www.rometech.com/,unverified,https://www.linkedin.com/company/rome-technologies-inc-,https://www.capterra.com/p/83660/Rome-Management-Software/,custom quote,contact-sales,1988,12 employees,https://www.crunchbase.com/organization/rome-technologies,"acquired by Convenient Brands; founder Scott Rome retired, James Rome promoted to President",https://www.collisionrepairmag.com/news/collision-repair/article/15726666/convenient-brands-acquires-rome-technologies-and-supports-management-succession-with-promotion-of-james-rome-to-president,unverified,unverified,unverified (host blocked),"Collision management software integrating Web-EST, CCC ONE, Audatex, Mitchell; Pasadena MD. Headcount attribution among crunchbase/pitchbook result set."
83,Auto body & collision repair shops,Bodyshop Booster,bodyshopbooster.com,https://www.bodyshopbooster.com/about,unverified,unverified,https://www.capterra.com/p/138072/Bodyshop-Booster/,tailored quote; no published tiers,contact-sales,2014,5 employees (2026-01-31),https://tracxn.com/d/companies/bodyshopbooster/__gvnMl6GYyNypRo0cfff7oPvqjP1ybeUJlZsNHi0a6Y4,unverified,https://www.crunchbase.com/organization/bodyshop-booster,unverified,unverified,unverified (host blocked),"Lead/customer-communication SaaS for collision and PDR shops; integrates CCC, Audatex, Mitchell, ProfitNet, nexsyis, Summit. Portland."
83,Auto body & collision repair shops,Shopmonkey,shopmonkey.io,https://www.shopmonkey.io/pricing,unverified,unverified,https://www.shopmonkey.io/pricing,Basic $199/mo; Clever $324/mo; Genius $475/mo; multi-shop custom (per https://softwareconnect.com/reviews/shopmonkey/),self-serve public price,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified (host blocked),General auto-repair shop management; listed in auto-body roundups (https://gitnux.org/best/auto-body-shop-management-software/). No collision-specific landing found.
83,Auto body & collision repair shops,Shop-Ware,unverified,https://gitnux.org/best/auto-body-shop-management-software/,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified (host blocked),"Named in 2026 auto-body roundups as cloud shop management for collision; domain, pricing and company data not in results."
83,Auto body & collision repair shops,Tekmetric,unverified,https://gitnux.org/best/auto-body-shop-management-software/,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified (host blocked),Named in roundups (job-centric workflow around estimates/supplements); domain and pricing not in results.
90,Appliance repair,Rossware ServiceDesk,rossware.com,https://www.rossware.com/,unverified,unverified,https://rossware.net/PriceList.htm,"$6,000 purchase or $325/mo for 24 months (contract purchase); support $50/mo after included period",self-serve public price (one-time license),2002 (business start per BBB),1-10 employees,https://www.zoominfo.com/c/rossware-computing-inc/346939366,unverified,unverified,unverified,unverified,unverified (host blocked),"Appliance-specific: ServiceBench/ServicePower dispatch intake, Marcone/Encompass parts ordering, warranty claim filing (https://fieldcamp.ai/ai-dispatcher/best-appliance-repair-dispatch-software/). Founder Glade Ross (ex-Aardvark Appliance Service); Shelton WA (https://www.bbb.org/us/wa/shelton/profile/computer-software/rossware-computing-inc-1296-22722766)."
90,Appliance repair,Repair-CRM,repair-crm.com,https://www.repair-crm.com/2026/09/02/appliance-repair-software-the-2026-guide-for-small-shops/,unverified,unverified,https://www.repair-crm.com/2026/09/02/appliance-repair-software-the-2026-guide-for-small-shops/,$19/mo solo; $89/mo 2-5 techs; $119/mo 6-10; $179/mo 11-20,self-serve public price,2015,"1 employee (Tracxn, Jul 2024)",https://tracxn.com/d/companies/repaircrm/__VyDCM_W33zyJumUydkWyH2SaXZGuN8rPBORyHEGKYBs,no funding rounds,https://tracxn.com/d/companies/repaircrm/__VyDCM_W33zyJumUydkWyH2SaXZGuN8rPBORyHEGKYBs,unverified,unverified,unverified (host blocked),Tampa; mobile field-service CRM also marketed to landscaping/plumbing/HVAC.
90,Appliance repair,QuoteIQ,myquoteiq.com,https://myquoteiq.com/top-10-best-scheduling-software-for-appliance-repair-businesses-in-2026/,unverified,unverified,https://myquoteiq.com/top-10-best-scheduling-software-for-appliance-repair-businesses-in-2026/,$29.99/mo flat to $699/mo; no per-user fees,self-serve public price / free trial,unverified,unverified,unverified,"100% self-funded, no VC",https://myquoteiq.com/about-us/,unverified,unverified,unverified (host blocked),Horizontal FSM; appliance-repair content pages rather than a product landing. See niche 27 row for company details.
90,Appliance repair,Housecall Pro,housecallpro.com,https://www.housecallpro.com/industries/appliance-repair-software/,unverified,unverified,https://www.housecallpro.com/pricing/,Basic $59/mo; Essentials $149/mo; MAX $299/mo; +$35/mo per extra user; ~20% off annual; 14-day trial,self-serve public price / free trial,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified (host blocked),Horizontal FSM with dedicated appliance-repair landing page.
90,Appliance repair,ServiceTitan,servicetitan.com,https://www.servicetitan.com/industries/appliance-repair-software,unverified,unverified,https://www.cleansavannah.com/post/best-appliance-repair-software-2026,"$245-500 per technician per month plus $5,000-50,000 implementation (third-party)",contact-sales,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified (host blocked),Enterprise FSM with appliance-repair landing page; positioned for 15+ trucks.
90,Appliance repair,ServiceWorks,service.works,https://service.works/Appliance-repair-software.html,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified (host blocked),Appliance-repair landing page in results; pricing and company data not found.
90,Appliance repair,Method:Field Services,method.me,https://www.method.me/resources/best-appliance-repair-software/,unverified,unverified,https://www.method.me/resources/best-appliance-repair-software/,from $15/mo per technician,self-serve public price,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified (host blocked),QuickBooks-centric field service add-on; price from vendor's own roundup.
99,Customs brokers,Descartes NetCHB,netchb.com,https://home.netchb.com/,unverified,unverified,unverified,unverified,contact-sales,2005,"7 employees (PitchBook, at acquisition)",https://pitchbook.com/profiles/company/491462-29,acquired by Descartes Feb 2022 for $40M cash + up to $60M earn-out,https://www.descartes.com/resources/news/descartes-acquires-netchb,unverified,unverified,unverified (host blocked),"Cloud ABI filing used by 700+ customs brokers (https://www.sec.gov/Archives/edgar/data/1050140/000092963822000375/exhibit99-1.htm). Headcount is pre-acquisition; parent Descartes is a large public company, so treat bonus with caution."
99,Customs brokers,CustomsNow,customsnow.com,https://customsnow.com/solutions/customs-broker/,unverified,https://www.linkedin.com/company/customs-now-inc-,https://customsnow.com/solutions/,one-time license fee then per-transaction; amounts not public,contact-sales,2008,11-50 employees,https://www.linkedin.com/company/customs-now-inc-,unverified,https://www.crunchbase.com/organization/customsnow,unverified,unverified,unverified (host blocked),"ACE-certified ABI vendor and licensed broker; Scottsdale AZ. Files ISF, entry, in-bond, reconciliation, AES, PGAs."
99,Customs brokers,Strix,strixsmart.com,https://strixsmart.com/solutions/self-filing,unverified,unverified,https://strixsmart.com/pricing,$30/entry self-filing software; $100-$250/entry full brokerage; $500 onboarding; no contracts,self-serve public price (per entry),2006,unverified,unverified,unverified,https://www.crunchbase.com/organization/strix-22cd,unverified,unverified,unverified (host blocked),Bozeman MT brokerage + ACE-certified self-filing SaaS; hybrid broker/software model.
99,Customs brokers,CustomsCity,customscity.com,https://customscity.com/abi-automated-broker-interface/,unverified,https://ca.linkedin.com/company/customs-city,https://customscity.com/abi-pricing/,"per ABI transaction sent to CBP, billed monthly; amounts not shown",contact-sales,2018,11-50 employees,https://ca.linkedin.com/company/customs-city,unverified,https://www.crunchbase.com/organization/customs-city-global-solutions-inc,unverified,unverified,unverified (host blocked),"Pickering, Ontario; ABI, AMS, ISF, in-bond, eManifest with 24/7 support."
99,Customs brokers,Cervo AI,usecervo.com,https://usecervo.com/resources/how-to-choose-customs-broker-software,unverified,unverified,unverified,unverified,unverified,2023,unverified,unverified,"$5M seed (2024; HOF Capital, Zetta, Crossbeam); acquired by Altana July 2026 in a cash-and-stock deal that could exceed $100M",https://www.crunchbase.com/organization/cervo-ai,unverified,unverified,unverified (host blocked),"AI agent for customs brokerage workflows (entry prep, classification). Signals that an agentic wedge here is already being bought (https://finance.yahoo.com/economy/policy/articles/altana-acquires-customs-automation-startup-221917451.html)."
99,Customs brokers,Magaya,unverified,https://www.guideflow.com/blog/customs-brokerage-software,unverified,unverified,unverified,no public prices; tailored per organization,contact-sales,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified (host blocked),Customs module inside a freight/logistics platform (https://www.cbinsights.com/compare/cargowise-vs-magaya). Domain not shown in results.
99,Customs brokers,CargoWise (WiseTech Global),unverified,https://gofreight.com/blog/best-customs-brokerage-software,unverified,unverified,https://g2.com/products/wisetech-global-cargowise/pricing,no public pricing,contact-sales,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified (host blocked),Enterprise multi-jurisdiction customs; not an SMB tool.
99,Customs brokers,GoFreight,gofreight.com,https://gofreight.com/blog/best-customs-brokerage-software,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified (host blocked),"Forwarder/brokerage platform (customs, ocean, air, accounting); pricing and company data not in results."
106,Self-storage facilities,Storable Edge (storEDGE),storable.com,https://www.storable.com/products/edge/,unverified,unverified,https://softwareconnect.com/roundups/best-self-storage-software/,$129/mo per facility (third-party); online-rental module +$25-$75/mo,contact-sales (third-party price; vendor is demo-based),unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified (host blocked),"Storable = SiteLink + storEDGE + SpareFoot, unified June 2019 under Cove Hill ownership (https://www.insideselfstorage.com/suppliers-products/self-storage-suppliers-sitelink-sparefoot-storedge-unite-brands-as-storable). storEDGE G2 pricing page: https://g2.com/products/storable-storedge/pricing."
106,Self-storage facilities,SiteLink (Storable),sitelink.com,https://www.storable.com/products/sitelink/,unverified,unverified,https://softwareconnect.com/roundups/best-self-storage-software/,~$150/mo Web Edition (third-party),contact-sales (third-party price),unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified (host blocked),Legacy market leader; see Storable row.
106,Self-storage facilities,Storable Easy (Easy Storage Solutions),storageunitsoftware.com,https://www.storageunitsoftware.com/about/,unverified,unverified,https://www.capterra.com/p/112769/Self-Storage-Software/pricing/,$90/mo flat Basic; free trial,self-serve public price (third-party listing),2008,unverified,unverified,merged with Storable in 2020; rebranded Storable Easy March 2025,https://www.storageunitsoftware.com/about/,unverified,unverified,unverified (host blocked),Founded by Ken Hendrickson and Jimmy Sorenson for independent owners; now the Storable small-facility product.
106,Self-storage facilities,Stora,stora.co,https://stora.co/,unverified,unverified,https://stora.co/pricing,from $83/mo (SelectHub),self-serve public price,2020 (alt 2021),~22 employees (Latka 2026); 39 per PitchBook,https://getlatka.com/companies/stora.co,GBP 0.5M round led by Techstart Ventures; $3.61M total per PitchBook; $2.4M ARR 2025,https://pitchbook.com/profiles/company/465807-43,unverified,unverified,unverified (host blocked),Belfast; automation-first for independent operators (https://listselfstorage.com/uk/industry-insights/self-storage-software-provider-stora-raises-0-5-million/).
106,Self-storage facilities,Storeganise,storeganise.com,https://storeganise.com/pricing,unverified,https://hk.linkedin.com/company/storeganise,https://storeganise.com/pricing,from $90/mo billed annually; free setup,self-serve public price,2015,5-7 employees,https://getlatka.com/companies/storeganise,bootstrapped; $1.2M revenue 2024,https://getlatka.com/companies/storeganise,unverified,unverified,unverified (host blocked),"Hong Kong; 1,200+ facilities in 40+ countries (https://www.tenantinc.com/blog/storage-automation-tools)."
