niche_id,tool,domain,meta_lookup_url,meta_active_ads,meta_ads_60d,meta_ads_120d,meta_platforms,meta_cta,google_lookup_url,google_advertiser_page_url,google_ad_count,google_formats,google_overlap_90d_pass,linkedin_lookup_url,linkedin_present,linkedin_date_ranges,headcount_bonus,headcount_bonus_evidence_url,direct_response_cta,verified_score,pending_signals,notes
60,Route Planner AI (CRM Route Planner),routeplannerai.io,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=Route%20Planner%20AI%20%28CRM%20Route%20Planner%29&search_type=keyword_unordered&media_type=all,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://adstransparency.google.com/?region=US&domain=routeplannerai.io,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://www.linkedin.com/ad-library/search?keyword=Route%20Planner%20AI%20%28CRM%20Route%20Planner%29,unverified (host blocked),unverified (host blocked),0,unverified,unverified (host blocked),0,"Meta +3, Google +3, LinkedIn +1, CTA +1 pending audit",Lookup URLs prebuilt; run scraper/ locally to fill counts.
68,Protemos,protemos.com,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=Protemos&search_type=keyword_unordered&media_type=all,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://adstransparency.google.com/?region=US&domain=protemos.com,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://www.linkedin.com/ad-library/search?keyword=Protemos,unverified (host blocked),unverified (host blocked),0,unverified,unverified (host blocked),0,"Meta +3, Google +3, LinkedIn +1, CTA +1 pending audit",Lookup URLs prebuilt; run scraper/ locally to fill counts.
68,Plunet BusinessManager,plunet.com,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=Plunet%20BusinessManager&search_type=keyword_unordered&media_type=all,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://adstransparency.google.com/?region=US&domain=plunet.com,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://www.linkedin.com/ad-library/search?keyword=Plunet%20BusinessManager,unverified (host blocked),unverified (host blocked),0,unverified,unverified (host blocked),0,"Meta +3, Google +3, LinkedIn +1, CTA +1 pending audit",Lookup URLs prebuilt; run scraper/ locally to fill counts.
68,XTRF,unverified,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=XTRF&search_type=keyword_unordered&media_type=all,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (domain unverified),unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://www.linkedin.com/ad-library/search?keyword=XTRF,unverified (host blocked),unverified (host blocked),0,unverified,unverified (host blocked),0,"Meta +3, Google +3, LinkedIn +1, CTA +1 pending audit",Lookup URLs prebuilt; run scraper/ locally to fill counts.
68,Awtomated,awtomated.com,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=Awtomated&search_type=keyword_unordered&media_type=all,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://adstransparency.google.com/?region=US&domain=awtomated.com,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://www.linkedin.com/ad-library/search?keyword=Awtomated,unverified (host blocked),unverified (host blocked),0,unverified,unverified (host blocked),0,"Meta +3, Google +3, LinkedIn +1, CTA +1 pending audit",Lookup URLs prebuilt; run scraper/ locally to fill counts.
68,Interpreter Intelligence,interpreterintelligence.com,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=Interpreter%20Intelligence&search_type=keyword_unordered&media_type=all,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://adstransparency.google.com/?region=US&domain=interpreterintelligence.com,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://www.linkedin.com/ad-library/search?keyword=Interpreter%20Intelligence,unverified (host blocked),unverified (host blocked),2,https://www.crunchbase.com/organization/interpreter-intelligence,unverified (host blocked),2,"Meta +3, Google +3, LinkedIn +1, CTA +1 pending audit",Lookup URLs prebuilt; run scraper/ locally to fill counts. Headcount bonus caveat: see tools.csv notes.
68,Boostlingo,boostlingo.com,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=Boostlingo&search_type=keyword_unordered&media_type=all,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://adstransparency.google.com/?region=US&domain=boostlingo.com,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://www.linkedin.com/ad-library/search?keyword=Boostlingo,unverified (host blocked),unverified (host blocked),0,unverified,unverified (host blocked),0,"Meta +3, Google +3, LinkedIn +1, CTA +1 pending audit",Lookup URLs prebuilt; run scraper/ locally to fill counts.
68,Anolla,anolla.com,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=Anolla&search_type=keyword_unordered&media_type=all,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://adstransparency.google.com/?region=US&domain=anolla.com,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://www.linkedin.com/ad-library/search?keyword=Anolla,unverified (host blocked),unverified (host blocked),0,unverified,unverified (host blocked),0,"Meta +3, Google +3, LinkedIn +1, CTA +1 pending audit",Lookup URLs prebuilt; run scraper/ locally to fill counts.
68,BeLazy,belazy.cat,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=BeLazy&search_type=keyword_unordered&media_type=all,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://adstransparency.google.com/?region=US&domain=belazy.cat,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://www.linkedin.com/ad-library/search?keyword=BeLazy,unverified (host blocked),unverified (host blocked),0,unverified,unverified (host blocked),0,"Meta +3, Google +3, LinkedIn +1, CTA +1 pending audit",Lookup URLs prebuilt; run scraper/ locally to fill counts.
76,TurboTenant,turbotenant.com,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=TurboTenant&search_type=keyword_unordered&media_type=all,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://adstransparency.google.com/?region=US&domain=turbotenant.com,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://www.linkedin.com/ad-library/search?keyword=TurboTenant,unverified (host blocked),unverified (host blocked),0,unverified,unverified (host blocked),0,"Meta +3, Google +3, LinkedIn +1, CTA +1 pending audit",Lookup URLs prebuilt; run scraper/ locally to fill counts.
76,TenantCloud,tenantcloud.com,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=TenantCloud&search_type=keyword_unordered&media_type=all,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://adstransparency.google.com/?region=US&domain=tenantcloud.com,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://www.linkedin.com/ad-library/search?keyword=TenantCloud,unverified (host blocked),unverified (host blocked),0,unverified,unverified (host blocked),0,"Meta +3, Google +3, LinkedIn +1, CTA +1 pending audit",Lookup URLs prebuilt; run scraper/ locally to fill counts.
76,Buildium,buildium.com,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=Buildium&search_type=keyword_unordered&media_type=all,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://adstransparency.google.com/?region=US&domain=buildium.com,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://www.linkedin.com/ad-library/search?keyword=Buildium,unverified (host blocked),unverified (host blocked),0,unverified,unverified (host blocked),0,"Meta +3, Google +3, LinkedIn +1, CTA +1 pending audit",Lookup URLs prebuilt; run scraper/ locally to fill counts.
76,DoorLoop,doorloop.com,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=DoorLoop&search_type=keyword_unordered&media_type=all,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://adstransparency.google.com/?region=US&domain=doorloop.com,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://www.linkedin.com/ad-library/search?keyword=DoorLoop,unverified (host blocked),unverified (host blocked),0,unverified,unverified (host blocked),0,"Meta +3, Google +3, LinkedIn +1, CTA +1 pending audit",Lookup URLs prebuilt; run scraper/ locally to fill counts.
76,Rentec Direct,rentecdirect.com,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=Rentec%20Direct&search_type=keyword_unordered&media_type=all,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://adstransparency.google.com/?region=US&domain=rentecdirect.com,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://www.linkedin.com/ad-library/search?keyword=Rentec%20Direct,unverified (host blocked),unverified (host blocked),2,https://aiforproptech.com/companies/rentec-direct/,unverified (host blocked),2,"Meta +3, Google +3, LinkedIn +1, CTA +1 pending audit",Lookup URLs prebuilt; run scraper/ locally to fill counts.
76,Innago,innago.com,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=Innago&search_type=keyword_unordered&media_type=all,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://adstransparency.google.com/?region=US&domain=innago.com,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://www.linkedin.com/ad-library/search?keyword=Innago,unverified (host blocked),unverified (host blocked),2,https://tracxn.com/d/companies/innago/__ZQ9Z0QpYfFQsV2aOV9_zF4fCt_5wG1mgsiuaDCBSFxQ,unverified (host blocked),2,"Meta +3, Google +3, LinkedIn +1, CTA +1 pending audit",Lookup URLs prebuilt; run scraper/ locally to fill counts.
76,AppFolio,appfolio.com,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=AppFolio&search_type=keyword_unordered&media_type=all,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://adstransparency.google.com/?region=US&domain=appfolio.com,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://www.linkedin.com/ad-library/search?keyword=AppFolio,unverified (host blocked),unverified (host blocked),0,unverified,unverified (host blocked),0,"Meta +3, Google +3, LinkedIn +1, CTA +1 pending audit",Lookup URLs prebuilt; run scraper/ locally to fill counts.
76,Yardi Breeze,yardibreeze.com,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=Yardi%20Breeze&search_type=keyword_unordered&media_type=all,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://adstransparency.google.com/?region=US&domain=yardibreeze.com,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://www.linkedin.com/ad-library/search?keyword=Yardi%20Breeze,unverified (host blocked),unverified (host blocked),0,unverified,unverified (host blocked),0,"Meta +3, Google +3, LinkedIn +1, CTA +1 pending audit",Lookup URLs prebuilt; run scraper/ locally to fill counts.
76,Shuk Rentals,shukrentals.com,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=Shuk%20Rentals&search_type=keyword_unordered&media_type=all,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://adstransparency.google.com/?region=US&domain=shukrentals.com,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://www.linkedin.com/ad-library/search?keyword=Shuk%20Rentals,unverified (host blocked),unverified (host blocked),0,unverified,unverified (host blocked),0,"Meta +3, Google +3, LinkedIn +1, CTA +1 pending audit",Lookup URLs prebuilt; run scraper/ locally to fill counts.
83,CCC ONE,cccis.com,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=CCC%20ONE&search_type=keyword_unordered&media_type=all,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://adstransparency.google.com/?region=US&domain=cccis.com,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://www.linkedin.com/ad-library/search?keyword=CCC%20ONE,unverified (host blocked),unverified (host blocked),0,unverified,unverified (host blocked),0,"Meta +3, Google +3, LinkedIn +1, CTA +1 pending audit",Lookup URLs prebuilt; run scraper/ locally to fill counts.
83,Web-Est,web-est.com,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=Web-Est&search_type=keyword_unordered&media_type=all,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://adstransparency.google.com/?region=US&domain=web-est.com,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://www.linkedin.com/ad-library/search?keyword=Web-Est,unverified (host blocked),unverified (host blocked),2,https://www.zoominfo.com/c/web-est-llc/346954695,unverified (host blocked),2,"Meta +3, Google +3, LinkedIn +1, CTA +1 pending audit",Lookup URLs prebuilt; run scraper/ locally to fill counts.
83,ROME Technologies (The Rome Solution),rometech.com,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=ROME%20Technologies%20%28The%20Rome%20Solution%29&search_type=keyword_unordered&media_type=all,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://adstransparency.google.com/?region=US&domain=rometech.com,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://www.linkedin.com/ad-library/search?keyword=ROME%20Technologies%20%28The%20Rome%20Solution%29,unverified (host blocked),unverified (host blocked),2,https://www.crunchbase.com/organization/rome-technologies,unverified (host blocked),2,"Meta +3, Google +3, LinkedIn +1, CTA +1 pending audit",Lookup URLs prebuilt; run scraper/ locally to fill counts.
83,Bodyshop Booster,bodyshopbooster.com,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=Bodyshop%20Booster&search_type=keyword_unordered&media_type=all,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://adstransparency.google.com/?region=US&domain=bodyshopbooster.com,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://www.linkedin.com/ad-library/search?keyword=Bodyshop%20Booster,unverified (host blocked),unverified (host blocked),2,https://tracxn.com/d/companies/bodyshopbooster/__gvnMl6GYyNypRo0cfff7oPvqjP1ybeUJlZsNHi0a6Y4,unverified (host blocked),2,"Meta +3, Google +3, LinkedIn +1, CTA +1 pending audit",Lookup URLs prebuilt; run scraper/ locally to fill counts.
83,Shopmonkey,shopmonkey.io,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=Shopmonkey&search_type=keyword_unordered&media_type=all,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://adstransparency.google.com/?region=US&domain=shopmonkey.io,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://www.linkedin.com/ad-library/search?keyword=Shopmonkey,unverified (host blocked),unverified (host blocked),0,unverified,unverified (host blocked),0,"Meta +3, Google +3, LinkedIn +1, CTA +1 pending audit",Lookup URLs prebuilt; run scraper/ locally to fill counts.
83,Shop-Ware,unverified,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=Shop-Ware&search_type=keyword_unordered&media_type=all,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (domain unverified),unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://www.linkedin.com/ad-library/search?keyword=Shop-Ware,unverified (host blocked),unverified (host blocked),0,unverified,unverified (host blocked),0,"Meta +3, Google +3, LinkedIn +1, CTA +1 pending audit",Lookup URLs prebuilt; run scraper/ locally to fill counts.
83,Tekmetric,unverified,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=Tekmetric&search_type=keyword_unordered&media_type=all,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (domain unverified),unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://www.linkedin.com/ad-library/search?keyword=Tekmetric,unverified (host blocked),unverified (host blocked),0,unverified,unverified (host blocked),0,"Meta +3, Google +3, LinkedIn +1, CTA +1 pending audit",Lookup URLs prebuilt; run scraper/ locally to fill counts.
90,Rossware ServiceDesk,rossware.com,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=Rossware%20ServiceDesk&search_type=keyword_unordered&media_type=all,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://adstransparency.google.com/?region=US&domain=rossware.com,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://www.linkedin.com/ad-library/search?keyword=Rossware%20ServiceDesk,unverified (host blocked),unverified (host blocked),2,https://www.zoominfo.com/c/rossware-computing-inc/346939366,unverified (host blocked),2,"Meta +3, Google +3, LinkedIn +1, CTA +1 pending audit",Lookup URLs prebuilt; run scraper/ locally to fill counts.
90,Repair-CRM,repair-crm.com,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=Repair-CRM&search_type=keyword_unordered&media_type=all,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://adstransparency.google.com/?region=US&domain=repair-crm.com,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://www.linkedin.com/ad-library/search?keyword=Repair-CRM,unverified (host blocked),unverified (host blocked),2,https://tracxn.com/d/companies/repaircrm/__VyDCM_W33zyJumUydkWyH2SaXZGuN8rPBORyHEGKYBs,unverified (host blocked),2,"Meta +3, Google +3, LinkedIn +1, CTA +1 pending audit",Lookup URLs prebuilt; run scraper/ locally to fill counts.
90,QuoteIQ,myquoteiq.com,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=QuoteIQ&search_type=keyword_unordered&media_type=all,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://adstransparency.google.com/?region=US&domain=myquoteiq.com,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://www.linkedin.com/ad-library/search?keyword=QuoteIQ,unverified (host blocked),unverified (host blocked),2,https://myquoteiq.com/about-us/,unverified (host blocked),2,"Meta +3, Google +3, LinkedIn +1, CTA +1 pending audit",Lookup URLs prebuilt; run scraper/ locally to fill counts.
90,Housecall Pro,housecallpro.com,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=Housecall%20Pro&search_type=keyword_unordered&media_type=all,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://adstransparency.google.com/?region=US&domain=housecallpro.com,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://www.linkedin.com/ad-library/search?keyword=Housecall%20Pro,unverified (host blocked),unverified (host blocked),0,unverified,unverified (host blocked),0,"Meta +3, Google +3, LinkedIn +1, CTA +1 pending audit",Lookup URLs prebuilt; run scraper/ locally to fill counts.
90,ServiceTitan,servicetitan.com,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=ServiceTitan&search_type=keyword_unordered&media_type=all,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://adstransparency.google.com/?region=US&domain=servicetitan.com,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://www.linkedin.com/ad-library/search?keyword=ServiceTitan,unverified (host blocked),unverified (host blocked),0,unverified,unverified (host blocked),0,"Meta +3, Google +3, LinkedIn +1, CTA +1 pending audit",Lookup URLs prebuilt; run scraper/ locally to fill counts.
