niche_id,niche,tool,domain,niche_landing_url,facebook_page,linkedin_url,pricing_url,starting_price,pricing_model,founded,headcount,headcount_source_url,funding_status,funding_source_url,review_count,review_source_url,trustmrr_url,notes,verification_status
2,Water well drilling contractors,WellMagic,wellmagic.net,https://www.wellmagic.net/about-us,unverified,unverified,unverified,unverified,contact-sales (no public price found),unverified,unverified,unverified,unverified,unverified,unverified,unverified,not searched (session search budget exhausted),"Legacy vertical: estimating, well/pump service tracking, state/province required forms, inventory, equipment costs, billing/AR; ServiceM8 integration ('ServiceMagic'). Also referenced via geoinsights.biz and http://jpandersonwell.com/well-magic.php.",search-verified (URL-cited)
3,Residential roofing contractors,AccuLynx,acculynx.com,https://www.acculynx.com/,unverified,unverified,unverified,$250/mo Essential plan (per-user $165-$300/mo),contact-sales (per-user quotes),2008,175,https://getlatka.com/companies/acculynx,bootstrapped historically; acquired by Verisk 2025-07-30,https://tracxn.com/d/companies/acculynx/__dw-n_nrH7OC3tTheUj6GIyajCyR-y3pwFKgSSubxNFM,"729 (Capterra, 4.5/5)",https://www.capterra.com/p/116187/Acculynx/,not searched (session search budget exhausted),Price from https://roofingsoftwareguide.com/guides/acculynx-pricing/ and https://builderlync.com/blog/acculynx-review-pricing-features-2026. Est. $14.4M ARR 2024 (getlatka). Deepest production-side roofing workflows.,search-verified (URL-cited)
3,Residential roofing contractors,JobNimbus,jobnimbus.com,https://www.jobnimbus.com/,unverified,unverified,unverified,$225/mo base (roundups also cite ~$350/mo; Established $550/mo),contact-sales (base fee + per-user + add-ons),unverified,unverified,unverified,VC/PE: raised $383M; acquired SumoQuote 2023,https://www.crunchbase.com/organization/jobnimbus,480+ (Capterra 4.6); G2 4.7,https://contractortoolstack.com/software/jobnimbus/,not searched (session search budget exhausted),"Price from https://projul.com/blog/jobnimbus-pricing-analysis-2026/ ($225) and https://roofingsoftwareguide.com/roundups/roofing-software-pricing-comparison/ ($350/$550). Lehi UT; 6,000+ contractors.",search-verified (URL-cited)
3,Residential roofing contractors,Leap,leaptodigital.com,https://leaptodigital.com/,unverified,unverified,unverified,$79/mo (1-yr contract; additional users $99/user/mo),public price with annual contract,2016,unverified,unverified,unverified,https://www.crunchbase.com/organization/leap-bc9f,unverified,unverified,not searched (session search budget exhausted),Price from https://roofingsoftwareguide.com/guides/leap-pricing/. Founders Patrick Fingles & Steven Stencil (https://leaptodigital.com/about-us/). Roofing + remodeling digital contracting/estimating.,search-verified (URL-cited)
3,Residential roofing contractors,RoofSnap,roofsnap.com,https://roofsnap.com/,unverified,unverified,https://roofsnap.com/pricing/,"$52/user/mo annual (Enterprise, 10-user min); $105/user/mo monthly; $13 per measurement pay-as-you-go",self-serve public price,2010,1-10,https://softwareconnect.com/reviews/roofsnap/,PE-acquired: EverCommerce (NASDAQ: EVCM) 2020-07-01,https://softwareconnect.com/reviews/roofsnap/,unverified,https://www.capterra.com/p/174071/RoofSnap/pricing/,not searched (session search budget exhausted),Price tiers from https://roofingsoftwareguide.com/reviews/roofsnap-pricing/. Denver CO. Aerial measurement + estimating; also sells gutter reports ($11-$15 each per https://www.cleansavannah.com/post/best-gutter-company-software-2026).,search-verified (URL-cited)
3,Residential roofing contractors,Roofr,roofr.com,https://roofr.com/,unverified,unverified,unverified,Free Starter; paid from $99/mo (another roundup: Essentials ~$209/mo),self-serve public price; free tier,2015 (one source says 2017),193 (Tracxn) / ~135 (GetLatka 2026),https://tracxn.com/d/companies/roofr/__6mi_m9GfIUPXCI-ZdXnRXBKO7UO2jT1N6_nNfFyFWhY,VC: $12M Series A Sept 2022; $23.5M Series B-stage Oct 2023; $65.4M total,https://www.crunchbase.com/organization/roofr,unverified,unverified,not searched (session search budget exhausted),Price from https://roofingsoftwareguide.com/roundups/best-roofing-crm-software/. Funding: https://roofr.com/blog/roofr-raises-23-5m-in-funding-to-build-out-the-end-to-end-roofing-software. Measurement-first (satellite roof measurement to signed proposal).,search-verified (URL-cited)
3,Residential roofing contractors,ServiceTitan,servicetitan.com,https://www.servicetitan.com/industries/roofing-software,unverified,unverified,unverified,unverified,contact-sales,unverified,unverified,unverified,unverified,unverified,unverified,unverified,not searched (session search budget exhausted),Horizontal enterprise FSM with dedicated roofing landing and its own roofing-CRM roundup (https://www.servicetitan.com/blog/roofing-crm).,search-verified (URL-cited)
4,Fence contractors,FenceCloud,fence.cloud,https://fence.cloud/,unverified,unverified,https://fence.cloud/pricing,$220+/mo (one roundup says from ~$99/mo),self-serve public pricing page,roots early 1980s (CFS / Software Design Associates); founders John O'Brien & Ray Pearson,unverified,unverified,unverified,unverified,unverified,unverified,not searched (session search budget exhausted),Price from https://myquoteiq.com/best-estimating-software-fencing-2026/. History: https://fence.cloud/about. Co-marketed by fence distributor Merchants Metals as 'CFS e-Pricing' (https://www.merchantsmetals.com/cfs-epricing/) - distributor channel tie. Also at fencesoftware.com. Fence-specific material-kit estimator.,search-verified (URL-cited)
4,Fence contractors,ProDBX,prodbx.com,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,not searched (session search budget exhausted),Named in https://myquoteiq.com/top-10-fencing-estimating-software-in-2026/ as estimating+CRM+PM+accounting suite for fence companies; no first-party details surfaced. Domain assumed from product name - verify.,candidate (prior knowledge; not search-verified)
4,Fence contractors,QuoteIQ,myquoteiq.com,https://myquoteiq.com/crm-for-fence-contractors/,unverified,unverified,https://myquoteiq.com/pricing/,$29.99/mo (5 tiers to $399.99/mo per Feb-2026 update; older pages cite Max tier $699/mo),self-serve public price; 14-day free trial; no per-user fees,2022 (dev start); launched Oct 2023,11-50,https://tracxn.com/d/companies/quoteiq/__baJVvCxQIOKFcjFDrIKoaTAs0SGEG9HCkMNvWwcyViU,bootstrapped / 100% self-funded,https://bootstrappers.com/mike-vida-quoteiq/,"4,100+ reviews (4.7 stars, aggregate)",https://contractortoolstack.com/software/quoteiq/,not searched (session search budget exhausted),"Pricing update: https://myquoteiq.com/quoteiq-pricing-february-2026-update/. Founders Mike Vidan (580k YouTube subs) & Justin Rogers (700k); Savannah GA; 40,000+ users (https://myquoteiq.com/about-us/). Crunchbase: https://www.crunchbase.com/organization/quoteiq. G2 pricing page: https://www.g2.com/products/quoteiq/pricing. Per-linear-foot AI estimating + MapMeasure Pro satellite measurement. Publishes SEO roundups for 100+ trades, so it appears in nearly every niche here.",search-verified (URL-cited)
4,Fence contractors,Visual Fence Pro,visualfencepro.com,https://visualfencepro.com/resources/fence-contractor-crm.html,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,https://www.capterra.com/p/10038635/Visual-Fence-Pro/,not searched (session search budget exhausted),"Satellite-based estimating, auto material takeoffs, customer quote portal, e-signature, payments.",search-verified (URL-cited)
5,Garage door installers & repair,Contractor+,contractorplus.app,https://contractorplus.app/industries/garage-door-software,,,unverified,unverified,Free estimates/invoices tier (per carpet-cleaning page result); paid plans unverified,unverified,unverified,unverified,unverified,,,,,vertical follow-up 2026-09-17: Horizontal contractor app; garage-door page mentions 'Estimatic AI' with garage-door-specific assemblies (springs/tracks/openers). Low verticality.,search-verified (URL-cited)
5,Garage door installers & repair,FieldPulse,fieldpulse.com,https://www.fieldpulse.com/solutions/garage-door,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,not searched (session search budget exhausted),"Dedicated garage-door landing (CRM, job histories, scheduling, estimates/invoices, inventory, customer portal). Also publishes garage-door software guide.",search-verified (URL-cited)
5,Garage door installers & repair,Garage Door OS,garagedooros.com,https://garagedooros.com/,,,unverified,unverified,"Free trial, no credit card (per result); plan prices not shown",unverified,unverified,unverified,unverified,,,,,"vertical follow-up 2026-09-17: 'Garage Door Business Management Software | Quote Builder & Scheduling' - visual quote builder, scheduling, installation mgmt, mobile app. Strongest garage-door vertical found.",search-verified (URL-cited)
5,Garage door installers & repair,Insite4Doors,insite4doors.com,https://insite4doors.com/garage-door-business-software/,,,unverified,unverified,unverified,unverified,unverified,unverified,unverified,,,,,"vertical follow-up 2026-09-17: 'Software for The Garage Door Industry' - scheduling, inventory, tech mobile access. Strong vertical by name; likely older/legacy dealer software.",search-verified (URL-cited)
5,Garage door installers & repair,Jobber,getjobber.com,https://www.getjobber.com/industries/garage-door-software/,unverified,unverified,unverified,$49/mo (1 user),self-serve public price; free trial,unverified,unverified,unverified,unverified,unverified,unverified,unverified,not searched (session search budget exhausted),Price from https://projul.com/blog/best-concrete-contractor-software/. Roundup notes no garage-door-specific quoting format.,search-verified (URL-cited)
5,Garage door installers & repair,QuoteIQ,myquoteiq.com,https://myquoteiq.com/top-10-crms-for-garage-door-businesses-in-2026/,unverified,unverified,https://myquoteiq.com/pricing/,$29.99/mo,self-serve public price; 14-day trial,2022 (dev start); launched Oct 2023,11-50,https://tracxn.com/d/companies/quoteiq/__baJVvCxQIOKFcjFDrIKoaTAs0SGEG9HCkMNvWwcyViU,bootstrapped,https://bootstrappers.com/mike-vida-quoteiq/,"4,100+",https://contractortoolstack.com/software/quoteiq/,not searched (session search budget exhausted),"See fence row for full company detail. Garage-door pages are SEO roundups, not a product-industry page.",search-verified (URL-cited)
5,Garage door installers & repair,Service Pro (MSI Data) - garage door,msidata.com,https://www.msidata.com/industries/garage-door/,,,unverified,unverified,unverified,unverified,unverified,unverified,unverified,,,,,"vertical follow-up 2026-09-17: Enterprise FSM with garage-door industry page (stores door type/opener/spring specs). Horizontal vendor, vertical page; low fit for small shops.",search-verified (URL-cited)
5,Garage door installers & repair,ServiceBridge,servicebridge.com,https://servicebridge.com/garage-door-dispatch-software/,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,not searched (session search budget exhausted),"Dedicated garage-door dispatch landing: real-time tech assignment, GPS, work orders, on-site payment.",search-verified (URL-cited)
5,Garage door installers & repair,ServiceTitan,servicetitan.com,https://www.servicetitan.com/industries/garage-door-software,unverified,unverified,unverified,unverified,contact-sales,unverified,unverified,unverified,unverified,unverified,unverified,unverified,not searched (session search budget exhausted),Roundup positions it for 20+ technician shops with $30K+/yr budgets (https://www.cleansavannah.com/post/best-garage-door-company-software-2026).,search-verified (URL-cited)
5,Garage door installers & repair,Smart Service,smartservice.com,https://www.smartservice.com/industry/garage-door-software,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,not searched (session search budget exhausted),Dedicated garage-door landing: same-day spring emergencies slotted into routes; door history/opener serials on mobile work orders; QuickBooks.,search-verified (URL-cited)
5,Garage door installers & repair,Workiz,workiz.com,https://www.workiz.com/industries/garage-door/,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,not searched (session search budget exhausted),Horizontal home-service FSM with dedicated garage-door landing.,search-verified (URL-cited)
6,Insulation & spray foam contractors,Allpro Insulator,allprotechnology.com,https://www.allprotechnology.com/software/,unverified,https://www.linkedin.com/company/allpro-technology,unverified,unverified,contact-sales (quote only),2005 (serving insulation contractors since),unverified,https://www.zoominfo.com/c/allpro-insulation-software/537057220,unverified,unverified,unverified,unverified,not searched (session search budget exhausted),"Founded-year per https://sprayfoaminsider.com/Introducing-Allpro-Insulator-Custom-Software-Designed-Specifically-for-Insulation-Contractors.php. Foam/cellulose/fiberglass estimating by sq/linear ft, QuickBooks Desktop/Online, 300+ reports. Also at allproinsulationsoftware.com. YouTube: @AllproInsulatorSoft.",search-verified (URL-cited)
6,Insulation & spray foam contractors,FieldCamp,fieldcamp.ai,https://fieldcamp.ai/blog/best-insulation-contractor-software/,unverified,unverified,unverified,$249/mo (up to 3 users),public price (self-reported in own blog),unverified,unverified,unverified,unverified,unverified,unverified,unverified,not searched (session search budget exhausted),AI dispatching that auto-assigns spray-foam-certified crews; price from https://fieldcamp.ai/blog/best-insulation-contractor-software/ (vendor's own roundup).,search-verified (URL-cited)
6,Insulation & spray foam contractors,FieldGroove,fieldgroove.com,https://www.fieldgroove.com/insulation-software,unverified,https://www.linkedin.com/company/fieldgroove,unverified,$495/user/mo (Capterra listing; vendor does not publish),contact-sales; 30-day free trial,2016,11-50,https://www.linkedin.com/company/fieldgroove,unverified,unverified,unverified,https://www.softwareadvice.com/construction/fieldgroove-profile/,not searched (session search budget exhausted),"Price cited via https://fieldcamp.ai/blog/best-insulation-contractor-software/ (competitor blog quoting Capterra). Lincroft NJ. Spray-foam estimating: auto board-feet, coverage, material cost; on-site quoting; asset tracking; e-sign.",search-verified (URL-cited)
6,Insulation & spray foam contractors,QuoteIQ,myquoteiq.com,https://myquoteiq.com/top-8-softwares-for-spray-foam-insulation-businesses-in-2026/,unverified,unverified,https://myquoteiq.com/pricing/,$29.99/mo,self-serve public price; 14-day trial,2022 (dev start); launched Oct 2023,11-50,https://tracxn.com/d/companies/quoteiq/__baJVvCxQIOKFcjFDrIKoaTAs0SGEG9HCkMNvWwcyViU,bootstrapped,https://bootstrappers.com/mike-vida-quoteiq/,"4,100+",https://contractortoolstack.com/software/quoteiq/,not searched (session search budget exhausted),Satellite attic measurement + Good/Better/Best R-value tiered estimating (https://myquoteiq.com/top-10-insulation-estimating-software-in-2026/).,search-verified (URL-cited)
7,Gutter installation & cleaning contractors,ArcSite,arcsite.com,https://www.arcsite.com/industries/gutters,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,not searched (session search budget exhausted),"Drawing/estimating app with gutters industry page: trace rooflines on satellite view, quote tree proximity/roof complexity in same drawing.",search-verified (URL-cited)
7,Gutter installation & cleaning contractors,GutterCalc Pro,guttercalc.net,https://guttercalc.net/,unverified,unverified,unverified,unverified,flat rate regardless of job volume (amount not in snippet),unverified,unverified,unverified,unverified,unverified,unverified,unverified,not searched (session search budget exhausted),"Satellite roofline auto-measure (OpenStreetMap footprints), bids in under a minute, accuracy 1-3 ft (https://www.cleansavannah.com/post/best-gutter-company-software-2026).",search-verified (URL-cited)
7,Gutter installation & cleaning contractors,QuoteIQ,myquoteiq.com,https://myquoteiq.com/industries/industries-gutter-installation-software/,unverified,unverified,https://myquoteiq.com/pricing/,$29.99/mo,self-serve public price; 14-day trial,2022 (dev start); launched Oct 2023,11-50,https://tracxn.com/d/companies/quoteiq/__baJVvCxQIOKFcjFDrIKoaTAs0SGEG9HCkMNvWwcyViU,bootstrapped,https://bootstrappers.com/mike-vida-quoteiq/,"4,100+",https://contractortoolstack.com/software/quoteiq/,not searched (session search budget exhausted),"Has a true industry landing page for gutter installation (not just a blog roundup). Per-linear-foot workflows, recurring cleaning billing, route optimization.",search-verified (URL-cited)
7,Gutter installation & cleaning contractors,RoofSnap,roofsnap.com,https://roofsnap.com/pricing/,unverified,unverified,https://roofsnap.com/pricing/,$52-$78/user/mo annual; $105/user/mo monthly; gutter reports $11-$15 each,self-serve public price,2010,1-10,https://softwareconnect.com/reviews/roofsnap/,PE-acquired: EverCommerce 2020,https://softwareconnect.com/reviews/roofsnap/,unverified,https://www.capterra.com/p/174071/RoofSnap/pricing/,not searched (session search budget exhausted),Gutter-report pricing from https://www.cleansavannah.com/post/best-gutter-company-software-2026.,search-verified (URL-cited)
8,Concrete flatwork & driveway contractors,Projul,projul.com,https://projul.com/industries/concrete-contractor/,unverified,unverified,https://projul.com/pricing/,"$4,788/yr Core (up to 10 employees); Pro $14,388/yr unlimited users",self-serve public price (flat annual),unverified,10-50,https://softwareconnect.com/reviews/projul/,"bootstrapped / self-funded, founder-led",https://projul.com/why-us/,unverified,https://www.capterra.com/p/185634/Projul/,not searched (session search budget exhausted),"Price from https://contractortoolstack.com/software/projul/ and https://projul.com/blog/construction-software-pricing-guide-2026. Founder Kurt Clayson, St. George UT GC (3,000+ projects). Handles flatwork + structural; schedule, materials, crew assignment.",search-verified (URL-cited)
8,Concrete flatwork & driveway contractors,QuoteIQ,myquoteiq.com,https://myquoteiq.com/top-10-concrete-estimating-software-in-2026/,unverified,unverified,https://myquoteiq.com/pricing/,$29.99/mo,self-serve public price; 14-day trial,2022 (dev start); launched Oct 2023,11-50,https://tracxn.com/d/companies/quoteiq/__baJVvCxQIOKFcjFDrIKoaTAs0SGEG9HCkMNvWwcyViU,bootstrapped,https://bootstrappers.com/mike-vida-quoteiq/,"4,100+",https://contractortoolstack.com/software/quoteiq/,not searched (session search budget exhausted),MapMeasure Pro aerial flatwork/driveway/patio measurement; positioned for concrete outfits under 20 employees.,search-verified (URL-cited)
8,Concrete flatwork & driveway contractors,ScopeTakeoff,scopetakeoff.com,https://scopetakeoff.com/blog/concrete/best-concrete-estimating-software/,unverified,unverified,unverified,$100 per person per month; 14-day free trial,self-serve public price; free trial,unverified,unverified,unverified,unverified,unverified,unverified,unverified,not searched (session search budget exhausted),"Price from https://www.buildvisionai.com/best-concrete-estimating-software. Takeoff for flatwork, footings, walls, forms, rebar; also publishes fence takeoff content.",search-verified (URL-cited)
9,Residential painting contractors,Clientility,clientility.com,https://www.clientility.com/blog/top-4-painting-contractor-software-platforms-in-2026,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,not searched (session search budget exhausted),"Self-ranked #1 in its own roundup: CRM, estimating, scheduling, reminders, invoicing, payments for painters. No first-party pricing surfaced.",search-verified (URL-cited)
9,Residential painting contractors,DripJobs,dripjobs.com,https://dripjobs.com/,unverified,unverified,https://dripjobs.com/pricing,"$97/mo Pro; $147/mo Advanced; add-ons: Chat $25/mo, Production Rates $99/mo, Job Costing $49/mo","self-serve public price; month-to-month, no contracts",2021,unverified,unverified,founder-funded by painting contractor Tanner Mullen (explicit funding status unverified),https://www.dripjobs.com/about-us,"2,500+ users, 4.9/5 (self-reported)",https://dripjobs.com/about,not searched (session search budget exhausted),"Founder built Premium Painting to $1.5M revenue before DripJobs. Publishes head-to-head pages vs QuoteIQ, PaintScout, Jobber. Follow-up/drip automation is the core.",search-verified (URL-cited)
9,Residential painting contractors,Estimate Rocket,estimaterocket.com,https://www.estimaterocket.com/painting,,,https://www.estimaterocket.com/pricing,$139/mo (per SelectHub/SoftwareWorld results citing Capterra),Per-user monthly subscription; no contracts; free start-up services ($450 value),2013,unverified,unverified,unverified,,,,,"vertical follow-up 2026-09-17: Built by Logical Engine (Newburyport MA, https://www.logicalengine.com/work/estimate-rocket/); dedicated painting pages and APC/PCA partnerships (https://www.estimaterocket.com/apc). Site says 'residential and commercial contractors' so multi-trade, but painting is the flagship vertical. Best third painting candidate.",search-verified (URL-cited)
9,Residential painting contractors,PaintForce Painting Estimator,unverified,https://apps.apple.com/us/app/paintforce-painting-estimator/id6738657815,,,unverified,unverified,unverified,unverified,unverified,unverified,unverified,,,,,"vertical follow-up 2026-09-17: 'CRM and estimating tool built specifically for painting contractors'; App Store only (id6738657815 suggests late-2024 launch). Strong vertical, but early-stage/unknown company.",search-verified (URL-cited)
9,Residential painting contractors,PaintPricing,paintpricing.com,https://paintpricing.com/,,,https://paintpricing.com/,Free tier (free forever calculator per result),"Freemium: free calculator, paid plans for branded PDF quotes/versioning/share links",unverified,unverified,unverified,unverified,,,,,"vertical follow-up 2026-09-17: 'Painting Estimate App for Small Contractors: Free, 4 Minutes'. Strong vertical; lightweight.",search-verified (URL-cited)
9,Residential painting contractors,PaintScout,paintscout.com,https://www.paintscout.com/,unverified,unverified,https://www.paintscout.com/demo/,$79-$99/user/mo (estimating only); another roundup: ~$119/user/mo + $99/mo Operations add-on,public per-user price (via roundups); free demo,unverified,unverified,unverified,now part of Bolster Built (per Capterra listing),https://www.capterra.com/p/201082/PaintScout/,unverified,https://www.capterra.com/p/201082/PaintScout/,not searched (session search budget exhausted),Prices from https://www.cleansavannah.com/post/best-painting-contractor-software-2026 and https://toricentlabs.com/blog/best-painting-contractor-software-2026.html. Room-by-room estimating engine; no scheduling/invoicing/CRM per roundups (vendor site claims CRM+PM built in).,search-verified (URL-cited)
9,Residential painting contractors,Painting Contractor Estimates (iOS app),unverified,https://apps.apple.com/us/app/painting-contractor-estimates/id897185714,,,unverified,No monthly fees (one-time app purchase per listing),One-time app purchase,unverified,unverified,unverified,unverified,,,,,vertical follow-up 2026-09-17: Standalone estimating/bid app; not a SaaS. Vertical but likely not a competitor of record.,search-verified (URL-cited)
9,Residential painting contractors,QuoteIQ,myquoteiq.com,https://myquoteiq.com/crm-for-painting-contractors/,unverified,unverified,https://myquoteiq.com/pricing/,$29.99/mo,self-serve public price; 14-day trial,2022 (dev start); launched Oct 2023,11-50,https://tracxn.com/d/companies/quoteiq/__baJVvCxQIOKFcjFDrIKoaTAs0SGEG9HCkMNvWwcyViU,bootstrapped,https://bootstrappers.com/mike-vida-quoteiq/,"4,100+",https://contractortoolstack.com/software/quoteiq/,not searched (session search budget exhausted),"Painting industry FAQ page: https://myquoteiq.com/industries/painting-software/faq/. Built-in paint calculator, Good/Better/Best estimates, room-by-room line items.",search-verified (URL-cited)
9,Residential painting contractors,Werx (painting),werxapp.com,https://www.werxapp.com/industries/painting/painting-contractor-software/,,,unverified,"$49/mo (flat, per result)","Flat monthly plans, every feature on every plan",unverified,unverified,unverified,unverified,,,,,vertical follow-up 2026-09-17: Horizontal contractor billing app with painting page. Low verticality; fallback only.,search-verified (URL-cited)
10,Excavation & grading contractors,AGTEK Gradework,agtek.com,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,not searched (session search budget exhausted),Leads on 3D cut/fill volume takeoff per https://foreman.co/blog/best-excavation-software. Domain assumed from brand - verify.,candidate (prior knowledge; not search-verified)
10,Excavation & grading contractors,EarthWorks Excavation Software (Tally Systems),earthworksos.com,https://earthworksos.com/,unverified,unverified,unverified,$100/mo,public price (via third-party listing),unverified,unverified,unverified,unverified,unverified,unverified,https://www.softwareadvice.com/construction/tally-systems-earthworks-software-profile/,not searched (session search budget exhausted),"Price from https://www.itqlick.com/compare/estimating-link/earthworks-excavation-software. Cut/fill, auto-balancing, 3D reporting, rock report; in-software training tutorials; described as easiest/most affordable earthwork software (https://www.guideflow.com/blog/excavation-software).",search-verified (URL-cited)
10,Excavation & grading contractors,HCSS HeavyBid,hcss.com,https://www.hcss.com/who-uses-hcss/earthwork-estimating-software/,unverified,unverified,unverified,unverified,contact-sales,unverified,unverified,unverified,unverified,unverified,unverified,unverified,not searched (session search budget exhausted),Industry standard for heavy-civil DOT bidders (https://foreman.co/blog/best-excavation-software); overkill for small residential excavators.,search-verified (URL-cited)
10,Excavation & grading contractors,Knowify,knowify.com,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,not searched (session search budget exhausted),Named in https://foreman.co/blog/best-excavation-software for estimate-to-job-costing; no first-party details surfaced.,candidate (prior knowledge; not search-verified)
